Author,Text,User Location,Country_Code,Tweet Country,created_at,Emotion
Derbyunijobs, : Petition: Prohibit employers from requiring employees to have a Covid-19 vaccine ,Derbyshire,None,None,2021-03-23 11:23:14,2
olafdreyer," a year passed and it doesn’t feel like she’s gone,  then my uncle passed away the day after her funer… ","Frankfurt, Germany",CAN,None,2021-03-23 11:23:14,1
MutantCanuck, : If the Covid-19 Vaccines interview for a job  ,,USA,None,2021-03-23 11:23:15,2
Critboy,Sinovac says its COVID-19 vaccine is safe for children as young as 3  #FoxNews,Toronto/Ontario/Canada ,None,None,2021-03-23 11:23:15,2
justlyright, _Health: British drugmaker AstraZeneca Plc may have provided an incomplete view of efficacy data on its COVID-19 vaccine from a…,United States of America,GBR,None,2021-03-23 11:23:15,2
MajNewsdays," : Routine COVID-19 testing for LTC staff a waste of time, Ontario science table argues ","Dublin, Ireland",None,None,2021-03-23 11:23:15,2
LwaziSomya, _tx: We just announced that the Philippines has secured 7 million additional doses of our COVID-19 vaccine through a new supply…,"Bristol, England",None,None,2021-03-23 11:23:15,0
hum4nbehavior," : One year on from first lockdown, Britain grieves for COVID-19 dead  ", Response Templates for Mid-Level to Senior … https://t.co/wcL8VJFaVA,"paris, france",None,None,2
zkdljens, : Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,she/her • multi,GBR,None,2021-03-23 11:23:16,2
purplelily96,"Melaye blasts Bello, says Kogi collected palliatives, must accept COVID-19 vaccines ",,None,None,2021-03-23 11:23:17,2
rickrick142,"Wonderful news 

But disappointing only for health workers in NCD would be great to get to rural PNG health workers… ","London, England",GBR,None,2021-03-23 11:23:17,0
neappeely," : GBR NATIONAL DAY OF REFLECTION - COVID-19
Today the GBR holds a day of reflection. You can find out more via Marie Curie…",120 Conch Street,None,None,2021-03-23 11:23:18,2
KeetieRoelen,American federal health officials say results from a U.S. trial of AstraZeneca’s COVID-19 vaccine may have included… ,"Brighton, England",None,None,2021-03-23 11:23:18,2
faintheartedfem," : Vaccination is a powerful measure to overcome the COVID-19 epidemic. At present, the vaccination plan for Hong Kong citizens…","Wales, United Kingdom",None,None,2021-03-23 11:23:19,2
DuffnsunNancy," _latest: As we reach the anniversary of the first GBR national lockdown, we remember the doctors who have died of covid-19

""Each nam…",,None,None,2021-03-23 11:23:19,1
Irish_PharmNews,Super Metro should be the new national carrier.,,None,None,2021-03-23 11:23:19,4
Schalskee04, : A recap of major milestones and achievements of the Government &amp,(o▽n)ノ onちゃん ヤスケン,None,None,2021-03-23 11:23:20,2
SushilaRathore5," True. The picture was incorrect but, the story highlighted plea of some students who do not want t… ",,CAN,None,2021-03-23 11:23:20,2
LSHawley1,"  Actually I do:

""when morbidity is taken into account, the estimates for the health impacts… ","Gainesville, FL",None,None,2021-03-23 11:23:21,4
mark_dowling," : More producers of COVID-19 vaccines should follow AstraZeneca’s lead and license technology to other manufacturers, the World…","Toronto, ON",None,None,2021-03-23 11:23:21,4
AvigalLuna,"Lubbock H-E-B (4405 114TH STREET, LUBBOCK TX, 79424) has 4 covid-19 vaccine slots which can be registered at: ",Italia,None,None,2021-03-23 11:23:22,2
saicho_18,"University Blvd H-E-B (2501 W UNIVERSITY BLVD, ODESSA TX, 79764) has 2 covid-19 vaccine slots which can be register… ","Laguna, Philippines",None,None,2021-03-23 11:23:22,2
Asia_PersBAEsia,"Midland Loop 250 H-E-B (5407 ANDREWS HIGHWAY, MIDLAND TX, 79706) has 2 covid-19 vaccine slots which can be register… ",W. Philly  S. Philly,None,None,2021-03-23 11:23:22,2
andrew_w2015," : Sure--why not? Why not insist on a 100% increase?
We are now officially living in Cloud Cuckoo Land.

Government workers…","Tokyo, Japan",None,None,2021-03-23 11:23:22,3
Vilavaite,"42nd St. H-E-B (3801 E C_Governor: Reasons to get your COVID-19 shot:
 Protect yourself
 Protect your community
 Save lives
 Get a free doughnut","A Coruña, Galicia, Spain",None,None,2021-03-23 11:23:23,2
john84003543, : Always heartwarming to watch this government exploit a pandemic to enrich their friends and donors. …,,None,None,2021-03-23 11:23:25,0
purpilbutterfl1," :  Reason of this cancel, based on previous figues, is they will doing Covid-19 test in every first week…",,USA,None,2021-03-23 11:23:25,2
bethhopex," : Liza Soberano () cited the free COVID-19 testing in the US, as well as its vaccination program.

…","brighton, GBR",None,None,2021-03-23 11:23:25,3
alpine106, : Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,"Pennsylvania, USA",None,None,2021-03-23 11:23:25,2
CharlyGrims,Londoners remember their loved ones lost to Covid-19 on the anniversary of our first lockdown #LockdownAnniversary ,,None,None,2021-03-23 11:23:25,2
SkyzNest," : York Region announced Monday that it will be launching drive-through vaccine sites soon, along with expanding eligibility…",SkyzNest,None,None,2021-03-23 11:23:26,2
JocelynMonastr1," : In our latest blog, we explore everything you need to know about the COVID-19 vaccine and pregnancy
…",,None,None,2021-03-23 11:23:26,0
dona_fall," : 23 March 2021 marks a full year since the GBR's first national lockdown, charity Marie Curie wants us all to reflect on t…",SW,None,None,2021-03-23 11:23:26,2
llennavictoria," : If you do, you are a ""racist."" The emergence of multiple variants of the original virus only underscores the mounting costs…",Hogwarts,None,None,2021-03-23 11:23:27,3
OurnaijanewsC, : #BiggBoss13 #ShehnaazGill #KartikAaryan #Covid19 #Canada Shehnaaz Gill wishes her crush Kartik Aaryan a speedy recovery…,Nigeria,GBR,None,2021-03-23 11:23:27,2
mik594," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…","Balimo, Papua New Guinea",None,None,2021-03-23 11:23:28,3
rogerkeith1,Will Tim Horton’s employee’s lose their job if they don’t get it? Will the restaurant have to prove their employees… ,"Royal Tunbridge Wells, England",None,None,2021-03-23 11:23:28,4
Local4News," : Liza Soberano on COVID-19 situation in the country: ""Where is the support for the poor in the country?""
…","Detroit, MI",GBR,None,2021-03-23 11:23:28,4
rodolfogonz," : Starting April 01st, anyone above 45 years can get the Covid-19 vaccine. I appeal to all eligible citizens to get vaccinated an…",Caracas y Puerto Ordaz,None,None,2021-03-23 11:23:28,2
GP_Update," : More producers of COVID-19 vaccines should follow AstraZeneca’s lead and license technology to other manufacturers, the World…","Reading, England",None,None,2021-03-23 11:23:28,4
cavin_sahm,"26 Mar 2020
The College’s stance on post-mortem examinations,
""In general, if a death is believed to be due to conf… ",NAIROBI,None,None,2021-03-23 11:23:28,2
edtvmalaysia,Nakuru County has registered an increase in the number of Covid-19 tests done after it rolled out Rapid Antigen Tes… , People of Pakistan in the past year despite the chall…,"Johor Bahru, Johor, Malaysia",None,None,2
RonaldR183,I saw a  report about FAKE covid-19 shots .... humans just WILD man ....,,None,None,2021-03-23 11:23:28,2
lisakeb007,Coronavirus vaccination: People above 45 years can take COVID-19 vaccine from April 1 Business Today ,1984,None,None,2021-03-23 11:23:29,2
dYu7vug97v2Qcqh,Open the schools.  Five days a week.,,None,None,2021-03-23 11:23:29,4
VaccineHouston, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,,None,None,2021-03-23 11:23:29,2
VaccineHouston," : Bundle up #Niagara! COVID-19 is still circulating and anyone is at risk of contracting it or spreading it to others
-Do…",,None,None,2021-03-23 11:23:29,2
VaccineHouston," : The Western Cape Health Department plans to vaccinate between 20,000 and 30,000 people a day when phase two of the COVID-19…",,None,None,2021-03-23 11:23:29,2
SusanRyall, : #AstraZenecaWATCH - A U.S. health agency has issued a statement that AstraZeneca may have included outdated information i…,,None,None,2021-03-23 11:23:29,2
VaccineHouston,"That tweet explaining COVID-19 primary cause of death is simple to me!

Also think lung muncher works well too.",,None,None,2021-03-23 11:23:29,2
workingwcovid, : More people died to obesity in 2020 than COVID-19,,None,None,2021-03-23 11:23:29,2
statesdj," :  Testing for Covid-19 is vital if we are to break the chains of transmission and save lives.

 Thank you to those ca…","Ann Arbor, MI and Austin, TX",CAN,None,2021-03-23 11:23:29,2
jionthefangirl," _latest: As we reach the anniversary of the first GBR national lockdown, we remember the doctors who have died of covid-19

""Each nam…",Fangirl Universe,USA,None,2021-03-23 11:23:30,1
TorontoDDG,"Where is the government programme to enforce the terms of the 1971 Constitution?
Why do Pakistan legislators commit… ",Toronto,None,None,2021-03-23 11:23:31,3
Looouu,1.4 million people lost to treatment for tuberculosis during the first year of COVID-19 ,"North Carolina, USA",None,None,2021-03-23 11:23:31,2
WalesWrex," : As pharmaceutical companies fast-track COVID-19 vaccine programs, they struggle to find reliable technology partners.…",,None,None,2021-03-23 11:23:32,4
dy_raspberry201," : having                         disliking 
covid-19                Paul Rudd
                 no taste",,None,None,2021-03-23 11:23:32,2
jionthefangirl,NCDC announces 131 new COVID-19 cases ,Fangirl Universe,GBR,None,2021-03-23 11:23:32,2
w_elizabeth_,"At #CROI2021, Professor  made a strong case for attending to the social determinants of health in o… ","Memphis, TN",None,None,2021-03-23 11:23:32,2
standardnews," : MEDIA PERSONALITY and former TV presenter Lorna Irungu succumbs to Covid-19 complications at Karen Hospital, Nairobi. h…",London,AUS,None,2021-03-23 11:23:33,1
FranciaBravo5," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…","Hamilton, Ontario",None,None,2021-03-23 11:23:33,3
KellySCC, : RSH Chief Executive Fiona MacGregor spoke at the  #NationalHousingSummit today about the changing shape of the…,"Queensland, Australia",None,None,2021-03-23 11:23:33,2
DaniSpam4," : If you have epilepsy and you're eligible for the Covid-19 vaccine, you can now book online or by calling 119",,CAN,None,2021-03-23 11:23:34,2
better_delhincr," : Health Canada, the Chief Science Officer, the FDA, Fauci, the manufacwill launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",,USA,None,2021-03-23 11:23:35,3
Kulvinderkgrew1,AstraZeneca’s Covid-19 Vaccine is found to be 79% effective at stopping all symptoms and 100% effective at stopping… ,Canada,None,None,2021-03-23 11:23:35,2
pocheil," : Bauchi State is doing well, and we will continue to do more to fight the limitations caused by #COVID19. We are taking…","Connecticut, USA",None,None,2021-03-23 11:23:35,2
ElizabetCovfefe,Time for #NationalLockdown not a school reopening. The cases are on the rise due to more contagious variants. Only… ,🇨🇦Ontario,None,None,2021-03-23 11:23:36,2
jionthefangirl, : Always heartwarming to watch this government exploit a pandemic to enrich their friends and donors.,Fangirl Universe,IND,None,2021-03-23 11:23:36,0
Sultansagar9,Now they decide to tell us,Banglore,None,None,2021-03-23 11:23:36,4
God61284517," : If you do, you are a ""racist."" The emergence of multiple variants of the original virus only underscores the mounting costs…",India,None,None,2021-03-23 11:23:37,3
PetronillaHusb1," : Truth be told, COVID-19 took so much away from us. We smile, laugh and live through the pain just so we can go on living bu…",,None,None,2021-03-23 11:23:37,1
nazlinebiniman,"  Actually, donuts have done more to fight this pandemic than gu.",,IND,None,2021-03-23 11:23:38,1
DJSuggablack, : Shehnaaz Gill wishes her crush Kartik Aaryan a speedy recovery after he tests Covid-19 positive ,Somewhere on a BEACH !!,USA,None,2021-03-23 11:23:38,0
sarang143u, : Oil prices fall due to new European Covid-19 lockdowns ,"Hyderabad, India",None,None,2021-03-23 11:23:38,2
JohnFeehery, : COVID-19 won't even be close to the deadliest pandemic in human history. But if will by far be the dumbest.,"Washington, DC",None,None,2021-03-23 11:23:38,2
allyssa_vic,"Early Release - Coccidioidomycosis and COVID-19 Co-Infection, United States, 2020 - Volume 27, Number 5—May 2021 -… ",,None,None,2021-03-23 11:23:39,2
PsStevensville, : Shehnaaz Gill wishes her crush Kartik Aaryan a speedy recovery after he tests Covid-19 positive ,"Stevensville, ON",AUS,None,2021-03-23 11:23:39,0
NewsPrime1012,"As an individual,  what are you doing to curb the spread of #COVID19 ..remember  #ItBeginsWithYou",,None,None,2021-03-23 11:23:40,2
Travellearstou1,How why ummmm what  On MY way   (thank you) ,Located in Australia,None,None,2021-03-23 11:23:40,2
jstevh, : Shehnaaz Gill wishes her crush Kartik Aaryan a speedy recovery after he tests Covid-19 positive - Times of India …,,GBR,None,2021-03-23 11:23:40,0
AlameddineFadwa, : #BiggBoss13 #ShehnaazGill #KartikAaryan #Covid19 #Canada Shehnaaz Gill wishes her crush Kartik Aaryan a speedy recovery…,,None,None,2021-03-23 11:23:41,2
FashioniLana,Confusion As Brazil Faces COVID-19 Surge With Two Health Ministers ,"Southport, England",None,None,2021-03-23 11:23:41,2
prsadjt,. has been rebGBRed by a US health authority after a trial monitoring board said data published from a l… ,Wiltshire,None,None,2021-03-23 11:23:41,2
SultanM85533133,"State COVID-19 call center, set up as vaccine demand skyrocketed, cost at least $4.2 million for first weeks… ",Ktr/Tns Nelson & Colne College,None,None,2021-03-23 11:23:42,2
ExBulletinGBR, : We have partnered with 18 organisations to ensure that people experiencing homelessness are made a priority to recieve the…,GBR,None,None,2021-03-23 11:23:42,2
sam_nuaco," : 15-19 miles from me, in Longmont; 4-5 miles from where I used to work, in Boulder, 1-3 from campus of CU",KATH,None,None,2021-03-23 11:23:42,2
RaisingMyBabies,"Meanwhile, the European Commission has announced that it will 'revise' its vaccine export rules, otherwise known as… ","Kalamazoo, MI",None,None,2021-03-23 11:23:42,2
Updater_Nigeria," : ‘WE HAVE DONE VERY WELL’

Presidential spokesperson Harry Roque said the IATF will not be abolished and that the rise o…",Abuja,None,None,2021-03-23 11:23:42,0
aidsmap," : A National Guard convoy transporting doses of the COVID-19 vaccine was ambushed Monday morning in west Texas, according t…",,None,None,2021-03-23 11:23:42,2
Rowny_reagans, : BREAKING: AstraZeneca says advanced trial data from a U.S. study on its COVID-19 vaccine shows it is 79% effective. …,"Nairobi, Kenya",None,None,2021-03-23 11:23:43,2
melodieaikels, _Health: British drugmaker AstraZeneca Plc may have provided an incomplete view of efficacy data on its COVID-19 vaccine from a…,TEXAS,None,None,2021-03-23 11:23:43,2
EmilyTMunday,I wonder what Dallas City Council Member Adam Bazaldua is doing about COVID-19 in their district?,North Yorkshire,None,None,2021-03-23 11:23:43,4
mcphillr, _Health: British drugmaker AstraZeneca Plc may have provided an incomplete view of efficacy data on its COVID-19 vaccine from a…,,None,None,2021-03-23 11:23:44,2
bricon40," : If you do, you are a ""racist."" The emergence of multiple variants of the original virus only underscores the mounting costs…",,GBR,None,2021-03-23 11:23:45,3
DKrGBRu,HR 357: Honoring the staff members of Valley Baptist Micro-Hospital in Weslaco for their efforts during the COVID-1… ,"London, GBR",IND,None,2021-03-23 11:23:45,1
kashmirpen, : COVID-19 won't even be close to the deadliest pandemic in human history. But if will by far be the dumbest.,"Srinagar, India",GBR,None,2021-03-23 11:23:45,2
CollegeTh," : Being protected from COVID-19 is the most obvious benefit of getting vaccinated, but here's another one: free doughnuts. 

Star…","Tower Hamlets, London",None,None,2021-03-23 11:23:46,0
nyamalwiyual," : News: duque blames improper wearing of face masks, face shields for Covid-19 surge.

In other news: ",panoramic,GBR,None,2021-03-23 11:23:48,3
mowords,Here's to everyone who has lost loves ones from the COVID-19 virus &amp,London,None,None,2021-03-23 11:23:49,2
Talk2Capt, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,"Bauchi,Abuja, Nigeria",None,None,2021-03-23 11:23:49,2
LolaMotz, :  All Utahns 16+ can now make an appointment to receive a COVID-19 vaccine!,,GBR,None,2021-03-23 11:23:49,2
JubbShaun,"COVID-19 Genetic Mutation D614G Makes the Virus Up to 8x More Infectious 
","Hull, England",None,None,2021-03-23 11:23:50,2
darkchokolat_fj, : SA Covid-19 best moments ,Lautoka,IND,None,2021-03-23 11:23:50,2
Student4_Life, :   Care home workers will be required by law to have a Covid-19 jab under a historic legal change agreed by Boris Johnson a…,India,None,None,2021-03-23 11:23:51,2
Nodiesel,"23/03/20 - 23/03/21

A time to reflect the horrible times of Covid-19 in the GBR","Mpumalanga, South Africa",None,None,2021-03-23 11:23:51,2
OTirmizi,What about in the GBR too? PRETTY PLEASE! ,"Austin, TX",None,None,2021-03-23 11:23:51,0
Ruhaniika1," : At #CROI2021, Professor  made a strong case for attending to the social determinants of health in order to add…",,None,None,2021-03-23 11:23:51,2
NewsPrime1012," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",,None,None,2021-03-23 11:23:52,3
scottstocker4, _: There is so much information on COVID-19 and vaccinations on the internet. The AHC has condensed information from reliable…,,GBR,None,2021-03-23 11:23:53,2
onisillos,Exciting opportunity for our students to engage in some important research,"London, GBR",None,None,2021-03-23 11:23:53,0
SidandNaaz13," : METRO MANILA is now at HIGH RISK in terms of ICU bed occupancy for the first time since August last year ‼

Over 70% of I…",,None,None,2021-03-23 11:23:54,2
jaganyib,Travelers who present fake COVID-19 results at airports will be prosecuted – NCDC ,,None,None,2021-03-23 11:23:54,2
FaceTheCuban," : Again, the vaccine does NOT stop you from contracting the virus, it limits its ability to get severely sick.",TJM POBox 102 Ft Laud Fl 33302,GBR,None,2021-03-23 11:23:54,4
afrose_e," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…","Newcastle Upon Tyne, England",None,None,2021-03-23 11:23:54,3
Maddy_sana," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",,None,None,2021-03-23 11:23:55,3
abati1990," _unheard: This is illegal. Challenge in the courts will be coming. And, if the courts give this the green light (unlikely, but pos…",Nigeria ,GBR,None,2021-03-23 11:23:55,2
pharmaphorum," : Medical apartheid during a pandemic Covid-19 has magnified the Israel’s ill-treatyof Palestinians, seen in the unequal acce…","London, England",USA,None,2021-03-23 11:23:56,2
dougscripts,bruh u JUST HAD covid,"Newton MA, USA",GBR,None,2021-03-23 11:23:57,2
LindsayPB, : If the Covid-19 Vaccines interview for a job  ,"England, United Kingdom",None,None,2021-03-23 11:23:58,2
kimshurtleff, _MAshton: Delighted to present this years Public Health Annual Report “LIVERPOOL'S COVID-19 JOURNEY” #Covid19 #Liverpool #PHAR ⁦…,,None,None,2021-03-23 11:23:58,0
georgvh," : Reuters | U.S. health body questions AstraZeneca's Covid-19 vaccine trial data, says it may have used “outdated information”.…","Brussels, Belgium",None,None,2021-03-23 11:23:58,3
mamonek," : Are COVID-19 Vaccines safe, given how quickly they were developed? Dr. Sanjeev Bagai, Padma Shree &amp; Dr. B. C. Roy Pres…","Cebu City, Philippines",USA,None,2021-03-23 11:23:58,4
ramdisease," : More than half of GBR adults have been vaccinated.

Now is the time to help communities in low and middle income countr…","Queens, NY",None,None,2021-03-23 11:23:59,2
calendula46," : A US trial of AstraZeneca’s Covid-19 vaccine may have used “outdated information”, say health officials 

…",Midlands GBR.,None,None,2021-03-23 11:23:59,3
guyfawkes2_0," : Starting April 01st, anyone above 45 years can get the Covid-19 vaccine. I appeal to all eligible citizens to get vaccinated an…",Italia,None,None,2021-03-23 11:23:59,2
WonderinWhatDFW," : A Cancer Vaccine Is In Development By COVID-19 Vaccine Maker, Using The Same Tech ","DFW, Texas",None,None,2021-03-23 11:23:59,2
sosocristian," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",,IND,None,2021-03-23 11:24:00,3
Raji_962," : ‼HELP ‼

Not SB19 related, but I just want to help my close friend dahil nag positive sa Covid-19 and naka confine Papa…","Chandigarh, India.",USA,None,2021-03-23 11:24:00,2
TXLegeBills, : The pink countries are prolonging the pandemic by blocking a proposal to waive some intellectual property rules for Covid-…,"Texas, USA",USA,None,2021-03-23 11:24:00,2
Wsswendy,Confusion As Brazil Faces COVID-19 Surge With Two Health Ministers ,"Georgia, USA",USA,None,2021-03-23 11:24:00,2
GneissShorts,"[Video] Covid-19 numbers as of March 23, 2021  ","Modesto, CA",None,None,2021-03-23 11:24:00,2
salumpwet, : $PFE Ultra-Cold Storage Of COVID-19 Vaccine No Longer Required ,,None,None,2021-03-23 11:24:01,2
shanahanfamily," : News: duque blames improper wearing of face masks, face shields for Covid-19 surge.

In other news: ", for all who have suffered from it too! Its lon… https://t.co/Si956CtkrW,"South East, England",None,None,3
fadxing,The media like  needs to butt out of our lives and get off the air these information regarding covid-19 vac… ,160321 190430 190719-20 190807,None,None,2021-03-23 11:24:01,2
SaldiYusuf," _: Covid-19 is real my guys, continue wearing that mask, wash your hands with running water or a sanitizer, maintain social di…",Indonesia,None,None,2021-03-23 11:24:02,2
sycipft," : Starting April 01st, anyone above 45 years can get the Covid-19 vaccine. I appeal to all eligible citizens to get vaccinated an…",,None,None,2021-03-23 11:24:02,2
Kalaote__, : BREAKING: AstraZeneca says advanced trial data from a U.S. study on its COVID-19 vaccine shows it is 79% effective. …,,None,None,2021-03-23 11:24:02,2
GBRCensored," : Starting April 01st, anyone above 45 years can get the Covid-19 vaccine. I appeal to all eligible citizens to get vaccinated an…",United Kingdom,GBR,None,2021-03-23 11:24:03,2
icebergvision, : The  COVID-19 data explorer is an excellent resource if you would like to know what's going on further a…,"London, England",None,None,2021-03-23 11:24:03,2
Joshthomastn, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,"Nashville, TN",GBR,None,2021-03-23 11:24:04,2
icebergvision, _: this is fucking bullshit ,"London, England",None,None,2021-03-23 11:24:04,3
Rakesh5_, : It's understandable to have questions about the COVID-19 vaccine. The 's  has questions to…,"Jammu, Jammu And Kashmir, 🇮🇳",None,None,2021-03-23 11:24:05,4
JasonLopezII," : Just because COVID-19 is around, doesn’t mean cancer has taken a break. PinkDrive is having an Open Day &amp; invite you to c…",,GBR,None,2021-03-23 11:24:05,2
DanielOwen322," : Australia didn’t eliminate COVID-19 by luck.

When the second wave began in Melbourne, our Prime Minister wanted us to learn…","England, United Kingdom",GBR,None,2021-03-23 11:24:05,3
JayaBajaj2,None,"Reading, England",None,None,2021-03-23 11:24:06,4
benjamin_c, : #BREAKING: AstraZeneca likely provided an “incomplete view of efficacy data” on COVID-19 vaccine from a large scale U.S. t…,"Normanby, Redcar and Cleveland",None,None,2021-03-23 11:24:06,2
SPICYYMILF,"Ten people were killed yesterday afternoon after a gunman opened fire in a grocery store in Boulder, Colorado. The… ",,None,None,2021-03-23 11:24:07,2
kathandkar2020,Our NHS heroines/heroes ,,None,None,2021-03-23 11:24:07,2
LBU_EdPsych, : New study suggests that almost half of Brazil's population believes in at least one of the many lies being spread about…,"Leeds, GBR",None,None,2021-03-23 11:24:07,3
rjvka,Cuomo: New Yorkers age 50 and above will qualify Tuesday for COVID-19 vaccine ,,None,None,2021-03-23 11:24:08,2
ReadNGNetwork,"Today at 12pm, we will be remembering those we have lost in the past year to COVID-19 with a minute's silence and r… ",Nigeria,CAN,None,2021-03-23 11:24:08,1
__LWXO,Lived in Boulder for 6 years while completing my doctorate and still have several friend who live there. ,"Ontario, Canada",USA,None,2021-03-23 11:24:08,0
UhZaaReeUh,Sweden has avoided a COVID-19 lockdown so far: Has its strategy worked? ,"North Carolina, USA",None,None,2021-03-23 11:24:08,4
DAWORLDISMINE," _southwark: The impact of COVID-19 has been felt deeply across our borough over the last year, and today we reflect on the lives trag…",,None,None,2021-03-23 11:24:09,1
Brexitletsgo," : A Cancer Vaccine Is In Development By COVID-19 Vaccine Maker, Using The Same Tech ",Right behind you,None,None,2021-03-23 11:24:09,2
MaDlameanie," : Cases of, and deaths from, Covid-19 continue to fall in the State of Texas three weeks after the Governor announced the com…",South Africa,None,None,2021-03-23 11:24:10,2
DatuPula, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,,None,None,2021-03-23 11:24:11,2
ReinhardMD," : Two months later, South Africa's COVID-19 vaccine rollout has not started. Just promises and vibes, kicking the can down…",,None,None,2021-03-23 11:24:11,2
ADPHGBR,Stick to talking about how much money rich people have.,,None,None,2021-03-23 11:24:11,4
QueenMSheba," : Three Rio Grande Valley women lost their husbands to COVID-19 in July. 

It felt like no one could understand what they w…",Caribbean,IND,None,2021-03-23 11:24:11,1
Rajkumar1265," @_HSMCentre: ""The Politics of Policy Responses to COVID-19 in Canada and the United States"" An @_HSMCentre Seminar with Professor Danie…","Firozabad , India",None,None,2021-03-23 11:24:12,2
jacquiemccloy,U.S. health body questions AstraZeneca's COVID-19 vaccine trial data ,GBR,CAN,None,2021-03-23 11:24:12,2
BornThisWay1966,GPL clubs to undergo second Covid-19 test ,DowntownCanada 🇨🇦,None,None,2021-03-23 11:24:13,2
ravikiran185," : The COVID-19 vaccines are here. We'll see you soon. 

#ItsUpToYou ",,None,None,2021-03-23 11:24:13,2
_mgmpt,"Was it really sold? For how much? To who ?
Show us the money?",,None,None,2021-03-23 11:24:13,4
DeehMarioh, : Some people are full of envy and hate. Machakos has 575 Covid-19 isolation beds. We also have over 60 ICU beds with vent…,Florida,None,None,2021-03-23 11:24:13,2
hanggangsahuliw," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",,None,None,2021-03-23 11:24:13,3
barbaro_simone," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…","Palermo, Sicilia",None,None,2021-03-23 11:24:13,3
abatimedia,"Manulife Vitality Members to be awarded Vitality Points for COVID-19 Vaccination.
","Lagos, Nigeria",None,None,2021-03-23 11:24:14,2
myinternetdotmy," : #یوم_تجدید_عہد
However, last year's celebrations were scaled down because of the coronavirus pandemic as leaders vowed t…",Malaysia,None,None,2021-03-23 11:24:14,2
optionsbbq," : Getting your COVID-19 test done before you travel is no longer a hassle!

You can now book a test at Manchester Airport or…",Central Texas,None,None,2021-03-23 11:24:14,2
Arlenem93506403,"The Restart Grant scheme was announced by Chancellor Rishi Sunak in the Spring Budget, and grants will be available… ",,None,None,2021-03-23 11:24:14,0
KMNMFB606Justin," : More than a thousand Americans needlessly dying of Covid-19 , dozens more dying of gun violence and more than hundred thousand…","Spokane, WA",None,None,2021-03-23 11:24:14,1
CABRONWATHIKA,oh yes it is,Kenya,IND,None,2021-03-23 11:24:14,4
ektasawant77," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…","Bengaluru, India",None,None,2021-03-23 11:24:14,3
Mandy55551,COVID-19 continues to surprise: Vaccines not a silver bullet ,,IND,None,2021-03-23 11:24:14,2
aadharaamos_,"16 Kenyatta University students developed ventilators &amp; swabs to help the government combat covid-19 but upto date,… ","KA - TS, India",None,None,2021-03-23 11:24:14,2
Chrisrisby1," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",,None,None,2021-03-23 11:24:15,3
LeakyIsHere3," : Hey, nice to see regulators questioning science by press release from a #Covid vaccine maker.

Too bad they didn’t before.",,None,None,2021-03-23 11:24:15,2
tascomodred, : COVID-19 won't even be close to the deadliest pandemic in human history. But if will by far be the dumbest.,,None,None,2021-03-23 11:24:16,2
kgbeasley," : AstraZeneca, Pfizer, Moderna, J&amp;J: Differences between COVID-19 vaccines' efficacy and side effects | …",,None,None,2021-03-23 11:24:16,2
PinkDriveNoels, : Antigen tests are an important tool to help manage the COVID-19 pandemic. Samples for an antigen test can be collected with so-c…,Johannesburg,None,None,2021-03-23 11:24:16,2
demonman117," : COVID-19 related death after January 20, 2020. Please keep funeral documentation. COVID-19 Funeral Assistance …",,None,None,2021-03-23 11:24:16,1
vinumxvitae,"Covishield vs Covaxin vs Moderna/Pfizer – Science Behind COVID-19 Vaccines

#vaccines #medicalsciences #covid… ",( ͡° ͜ʖ ͡°),IND,None,2021-03-23 11:24:16,2
drshashidharbk," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…","Bengaluru, India",USA,None,2021-03-23 11:24:18,3
